SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
S221,Leche Coca Cola 1420,7881486881,Frutas,2026-04-09,Coca Cola,104.62,213
S222,Arroz Pepsi 1421,4629733434,Verduras,2027-06-13,Pepsi,132.42,469
S223,Frijol Lay's 1422,1953985476,Congelados,2026-11-15,Lay's,175.45,124
S224,Pan Knorr 1423,2606780205,Snacks,2028-08-25,Knorr,71.74,1
S225,Jugo McCormick 1424,7468235979,Cereales,2027-08-02,McCormick,94.81,346
S226,Jabon Dos Pinos 1425,2200412858,Lacteos,2027-09-04,Dos Pinos,116.90,86
S227,Shampoo Bimbo 1426,4059383912,Granos,2028-12-13,Bimbo,140.15,465
S228,Aceite Nestle 1427,4609955729,Bebidas,2028-09-27,Nestle,141.32,159
S229,Azucar Colgate 1428,0442002606,Panaderia,2026-09-20,Colgate,33.09,357
S230,Sal Ariel 1429,7290277857,Carnes,2027-10-09,Ariel,7.50,426
S231,Cafe Palmolive 1430,8507565247,Limpieza,2027-12-09,Palmolive,134.32,430
S232,Cereal Del Monte 1431,0488573413,Cuidado Personal,2028-07-04,Del Monte,191.04,177
S233,Atun Maggi 1432,2313061845,Aceites,2026-01-21,Maggi,17.53,263
S234,Sardina Kelloggs 1433,9251668979,Condimentos,2028-11-09,Kelloggs,29.59,441
S235,Mayonesa Pringles 1434,8218520371,Endulzantes,2027-04-23,Pringles,16.15,43
S236,Ketchup Coca Cola 1435,3767375870,Frutas,2027-03-05,Coca Cola,98.83,19
S237,Mostaza Pepsi 1436,5485760369,Verduras,2028-09-26,Pepsi,147.47,223
S238,Vinagre Lay's 1437,8845056048,Congelados,2026-08-25,Lay's,33.31,411
S239,Sopa Knorr 1438,2105134456,Snacks,2027-07-12,Knorr,106.87,418
S240,Pasta McCormick 1439,1598480711,Cereales,2027-09-09,McCormick,87.64,67
S241,Leche Dos Pinos 1440,2423157333,Lacteos,2028-10-24,Dos Pinos,63.49,133
S242,Arroz Bimbo 1441,8042823878,Granos,2027-10-26,Bimbo,202.11,83
S243,Frijol Nestle 1442,3864093139,Bebidas,2026-08-10,Nestle,165.03,491
S244,Pan Colgate 1443,1354159251,Panaderia,2026-03-06,Colgate,201.77,315
S245,Jugo Ariel 1444,7147446598,Carnes,2026-03-17,Ariel,74.50,85
S246,Jabon Palmolive 1445,4739118522,Limpieza,2026-06-12,Palmolive,198.69,113
S247,Shampoo Del Monte 1446,9773445982,Cuidado Personal,2026-03-23,Del Monte,141.88,50
S248,Aceite Maggi 1447,4703982323,Aceites,2026-11-19,Maggi,84.67,374
S249,Azucar Kelloggs 1448,9292848185,Condimentos,2027-05-19,Kelloggs,51.95,110
S250,Sal Pringles 1449,0667504904,Endulzantes,2028-11-01,Pringles,39.99,69
S251,Cafe Coca Cola 1450,2349800258,Frutas,2028-05-07,Coca Cola,26.54,319
S252,Cereal Pepsi 1451,8536894127,Verduras,2028-04-13,Pepsi,57.81,363
S253,Atun Lay's 1452,5675371760,Congelados,2026-11-17,Lay's,101.71,74
S254,Sardina Knorr 1453,9400559669,Snacks,2028-03-03,Knorr,76.87,478
S255,Mayonesa McCormick 1454,4281661802,Cereales,2026-03-20,McCormick,88.50,351
S256,Ketchup Dos Pinos 1455,0728151305,Lacteos,2028-04-01,Dos Pinos,65.40,53
S257,Mostaza Bimbo 1456,2889254705,Granos,2027-01-05,Bimbo,190.51,315
S258,Vinagre Nestle 1457,2648512188,Bebidas,2027-11-28,Nestle,142.91,400
S259,Sopa Colgate 1458,5235798086,Panaderia,2026-11-17,Colgate,26.97,167
S260,Pasta Ariel 1459,6279482804,Carnes,2028-06-16,Ariel,190.32,251
S261,Leche Palmolive 1460,3647991635,Limpieza,2028-06-22,Palmolive,69.41,395
S262,Arroz Del Monte 1461,3012783109,Cuidado Personal,2028-12-13,Del Monte,5.32,148
S263,Frijol Maggi 1462,8155710406,Aceites,2027-07-09,Maggi,101.25,187
S264,Pan Kelloggs 1463,2945640037,Condimentos,2027-10-21,Kelloggs,84.70,309
S265,Jugo Pringles 1464,5212541861,Endulzantes,2026-11-13,Pringles,194.19,450
S266,Jabon Coca Cola 1465,8740175950,Frutas,2027-07-01,Coca Cola,119.35,482
S267,Shampoo Pepsi 1466,6400013779,Verduras,2026-06-24,Pepsi,125.55,128
S268,Aceite Lay's 1467,4073530423,Congelados,2027-09-23,Lay's,11.98,284
S269,Azucar Knorr 1468,3056677957,Snacks,2026-01-25,Knorr,145.39,267
S270,Sal McCormick 1469,1068802124,Cereales,2026-06-13,McCormick,13.47,391
S271,Cafe Dos Pinos 1470,5162710649,Lacteos,2027-01-19,Dos Pinos,203.85,85
S272,Cereal Bimbo 1471,9209329939,Granos,2028-02-15,Bimbo,27.27,136
S273,Atun Nestle 1472,1634419972,Bebidas,2027-07-26,Nestle,150.25,118
S274,Sardina Colgate 1473,5045394456,Panaderia,2027-05-23,Colgate,201.79,441
S275,Mayonesa Ariel 1474,9712953701,Carnes,2027-12-22,Ariel,201.30,49
S276,Ketchup Palmolive 1475,4296754069,Limpieza,2027-01-15,Palmolive,191.18,98
S277,Mostaza Del Monte 1476,7664941287,Cuidado Personal,2027-03-01,Del Monte,54.04,312
S278,Vinagre Maggi 1477,6258313722,Aceites,2028-10-12,Maggi,178.82,294
S279,Sopa Kelloggs 1478,6322361581,Condimentos,2028-09-22,Kelloggs,10.88,323
S280,Pasta Pringles 1479,6107058491,Endulzantes,2027-01-10,Pringles,151.97,205
S281,Leche Coca Cola 1480,2308062950,Frutas,2026-10-22,Coca Cola,80.64,271
S282,Arroz Pepsi 1481,8378157222,Verduras,2026-04-05,Pepsi,125.87,241
S283,Frijol Lay's 1482,6514635134,Congelados,2027-10-25,Lay's,173.57,46
S284,Pan Knorr 1483,2520048156,Snacks,2026-07-23,Knorr,33.13,395
S285,Jugo McCormick 1484,7139974000,Cereales,2028-01-27,McCormick,12.75,25
S286,Jabon Dos Pinos 1485,1240841224,Lacteos,2026-09-24,Dos Pinos,75.41,67
S287,Shampoo Bimbo 1486,0936778303,Granos,2026-06-18,Bimbo,185.10,76
S288,Aceite Nestle 1487,0826801641,Bebidas,2028-08-09,Nestle,62.99,77
S289,Azucar Colgate 1488,6287998140,Panaderia,2026-05-08,Colgate,23.04,337
S290,Sal Ariel 1489,2018796769,Carnes,2026-08-13,Ariel,41.39,94
S291,Cafe Palmolive 1490,1596761384,Limpieza,2027-02-12,Palmolive,144.54,253
S292,Cereal Del Monte 1491,3176672657,Cuidado Personal,2026-09-26,Del Monte,41.23,333
S293,Atun Maggi 1492,9902712990,Aceites,2028-11-02,Maggi,140.44,194
S294,Sardina Kelloggs 1493,6786448745,Condimentos,2026-03-09,Kelloggs,77.67,465
S295,Mayonesa Pringles 1494,6866565696,Endulzantes,2026-09-25,Pringles,134.97,34
S296,Ketchup Coca Cola 1495,3198005314,Frutas,2028-06-27,Coca Cola,144.10,312
S297,Mostaza Pepsi 1496,6571425337,Verduras,2027-07-15,Pepsi,103.35,94
S298,Vinagre Lay's 1497,4921797036,Congelados,2028-02-17,Lay's,49.61,377
S299,Sopa Knorr 1498,5873755828,Snacks,2028-06-17,Knorr,9.59,112
S300,Pasta McCormick 1499,9755762762,Cereales,2027-10-07,McCormick,122.82,425
S301,Leche Dos Pinos 1500,2596055634,Lacteos,2026-07-03,Dos Pinos,172.72,230
S302,Arroz Bimbo 1501,1513934432,Granos,2028-03-24,Bimbo,124.24,266
S303,Frijol Nestle 1502,4386671697,Bebidas,2028-01-24,Nestle,92.80,190
S304,Pan Colgate 1503,5183047238,Panaderia,2028-08-02,Colgate,44.82,455
S305,Jugo Ariel 1504,1794231374,Carnes,2026-09-07,Ariel,145.82,463
S306,Jabon Palmolive 1505,3548816171,Limpieza,2028-01-05,Palmolive,42.41,159
S307,Shampoo Del Monte 1506,7639182573,Cuidado Personal,2027-06-09,Del Monte,79.60,192
S308,Aceite Maggi 1507,3888541774,Aceites,2026-04-28,Maggi,44.14,457
S309,Azucar Kelloggs 1508,4874927515,Condimentos,2028-01-17,Kelloggs,151.97,321
S310,Sal Pringles 1509,3427712128,Endulzantes,2028-04-08,Pringles,66.92,178
S311,Cafe Coca Cola 1510,9353255608,Frutas,2026-06-13,Coca Cola,89.79,474
S312,Cereal Pepsi 1511,9897921800,Verduras,2027-12-11,Pepsi,15.58,58
S313,Atun Lay's 1512,6472104735,Congelados,2026-08-22,Lay's,39.82,387
S314,Sardina Knorr 1513,5166987923,Snacks,2028-09-17,Knorr,59.20,472
S315,Mayonesa McCormick 1514,7502056621,Cereales,2028-11-15,McCormick,179.82,230
S316,Ketchup Dos Pinos 1515,5635623446,Lacteos,2027-06-03,Dos Pinos,5.08,92
S317,Mostaza Bimbo 1516,5485658975,Granos,2027-02-10,Bimbo,100.94,211
S318,Vinagre Nestle 1517,5051230987,Bebidas,2027-08-17,Nestle,157.99,119
S319,Sopa Colgate 1518,0780500559,Panaderia,2028-12-26,Colgate,132.26,467
S320,Pasta Ariel 1519,5094472888,Carnes,2028-08-06,Ariel,81.82,154
S321,Leche Palmolive 1520,7598065852,Limpieza,2026-07-01,Palmolive,51.06,190
S322,Arroz Del Monte 1521,4550386794,Cuidado Personal,2026-12-26,Del Monte,133.20,348
S323,Frijol Maggi 1522,6225737223,Aceites,2026-05-13,Maggi,17.46,339
S324,Pan Kelloggs 1523,1340974450,Condimentos,2028-03-06,Kelloggs,196.67,471
S325,Jugo Pringles 1524,0473830146,Endulzantes,2026-05-04,Pringles,157.71,23
S326,Jabon Coca Cola 1525,4216337717,Frutas,2028-10-06,Coca Cola,130.92,309
S327,Shampoo Pepsi 1526,9200071301,Verduras,2026-02-23,Pepsi,57.03,224
S328,Aceite Lay's 1527,3377332740,Congelados,2028-05-11,Lay's,64.09,190
S329,Azucar Knorr 1528,2714206457,Snacks,2027-09-14,Knorr,69.97,484
S330,Sal McCormick 1529,3519436867,Cereales,2026-06-04,McCormick,66.12,63
S331,Cafe Dos Pinos 1530,7781401293,Lacteos,2027-05-22,Dos Pinos,106.68,442
S332,Cereal Bimbo 1531,3370898770,Granos,2027-10-21,Bimbo,20.38,222
S333,Atun Nestle 1532,4987858096,Bebidas,2026-12-27,Nestle,81.64,206
S334,Sardina Colgate 1533,3960426715,Panaderia,2027-08-22,Colgate,47.57,417
S335,Mayonesa Ariel 1534,5269542526,Carnes,2028-11-03,Ariel,57.26,389
S336,Ketchup Palmolive 1535,3418947303,Limpieza,2027-10-20,Palmolive,63.95,373
S337,Mostaza Del Monte 1536,6930318941,Cuidado Personal,2028-08-11,Del Monte,138.03,348
S338,Vinagre Maggi 1537,6997469462,Aceites,2027-04-04,Maggi,109.01,171
S339,Sopa Kelloggs 1538,8211341093,Condimentos,2026-09-14,Kelloggs,20.08,169
S340,Pasta Pringles 1539,4827563859,Endulzantes,2028-11-03,Pringles,61.69,360
S341,Leche Coca Cola 1540,5094748739,Frutas,2026-04-22,Coca Cola,113.76,213
S342,Arroz Pepsi 1541,2774856576,Verduras,2027-03-16,Pepsi,55.58,60
S343,Frijol Lay's 1542,3980563915,Congelados,2028-08-09,Lay's,30.18,267
S344,Pan Knorr 1543,9461969395,Snacks,2026-09-21,Knorr,173.53,41
S345,Jugo McCormick 1544,9955857616,Cereales,2028-04-14,McCormick,123.01,48
S346,Jabon Dos Pinos 1545,2696810354,Lacteos,2027-12-26,Dos Pinos,73.65,417
S347,Shampoo Bimbo 1546,7629250255,Granos,2027-11-21,Bimbo,143.24,175
S348,Aceite Nestle 1547,7767104374,Bebidas,2028-08-11,Nestle,177.73,161
S349,Azucar Colgate 1548,0172806960,Panaderia,2027-06-13,Colgate,53.78,137
S350,Sal Ariel 1549,7195546988,Carnes,2026-08-01,Ariel,166.71,133
S351,Cafe Palmolive 1550,1102964766,Limpieza,2027-11-08,Palmolive,43.71,315
S352,Cereal Del Monte 1551,8734397444,Cuidado Personal,2026-09-25,Del Monte,158.44,204
S353,Atun Maggi 1552,0944286550,Aceites,2028-06-09,Maggi,68.13,85
S354,Sardina Kelloggs 1553,8164156050,Condimentos,2028-03-08,Kelloggs,183.17,192
S355,Mayonesa Pringles 1554,4732553368,Endulzantes,2028-09-01,Pringles,202.47,361
S356,Ketchup Coca Cola 1555,4467951900,Frutas,2027-11-22,Coca Cola,70.39,233
S357,Mostaza Pepsi 1556,5140406155,Verduras,2026-12-05,Pepsi,115.04,268
S358,Vinagre Lay's 1557,8134542159,Congelados,2027-11-08,Lay's,13.44,56
S359,Sopa Knorr 1558,4793423365,Snacks,2027-11-14,Knorr,85.65,430
S360,Pasta McCormick 1559,1258316278,Cereales,2026-01-27,McCormick,204.98,114
S361,Leche Dos Pinos 1560,4553393890,Lacteos,2026-08-24,Dos Pinos,88.65,347
S362,Arroz Bimbo 1561,2374500332,Granos,2026-05-22,Bimbo,66.81,336
S363,Frijol Nestle 1562,8967898579,Bebidas,2027-02-22,Nestle,68.91,421
S364,Pan Colgate 1563,1967390801,Panaderia,2027-12-12,Colgate,103.80,336
S365,Jugo Ariel 1564,4428329749,Carnes,2027-03-18,Ariel,203.90,233
S366,Jabon Palmolive 1565,0859635512,Limpieza,2027-09-12,Palmolive,190.04,353
S367,Shampoo Del Monte 1566,6579996121,Cuidado Personal,2027-01-12,Del Monte,132.19,171
S368,Aceite Maggi 1567,6002479248,Aceites,2028-10-23,Maggi,93.08,209
S369,Azucar Kelloggs 1568,8687618495,Condimentos,2026-05-28,Kelloggs,148.37,369
S370,Sal Pringles 1569,0554750165,Endulzantes,2026-02-24,Pringles,204.48,186
S371,Cafe Coca Cola 1570,1669439279,Frutas,2026-01-18,Coca Cola,194.05,313
S372,Cereal Pepsi 1571,1560392822,Verduras,2027-11-21,Pepsi,24.04,136
S373,Atun Lay's 1572,0599867643,Congelados,2026-02-03,Lay's,153.81,219
S374,Sardina Knorr 1573,6063770504,Snacks,2027-03-06,Knorr,198.99,199
S375,Mayonesa McCormick 1574,6100897920,Cereales,2026-01-19,McCormick,121.71,368
S376,Ketchup Dos Pinos 1575,9919088588,Lacteos,2027-03-26,Dos Pinos,23.17,322
S377,Mostaza Bimbo 1576,6520491902,Granos,2027-11-14,Bimbo,15.94,50
S378,Vinagre Nestle 1577,8032703297,Bebidas,2028-02-26,Nestle,54.75,312
S379,Sopa Colgate 1578,0795917195,Panaderia,2026-05-11,Colgate,142.40,342
S380,Pasta Ariel 1579,4746127208,Carnes,2026-07-19,Ariel,46.67,414
S381,Leche Palmolive 1580,2652392450,Limpieza,2028-11-17,Palmolive,75.62,75
S382,Arroz Del Monte 1581,3786531307,Cuidado Personal,2028-11-10,Del Monte,185.97,373
S383,Frijol Maggi 1582,9414561324,Aceites,2028-12-15,Maggi,144.69,360
S384,Pan Kelloggs 1583,0272093257,Condimentos,2028-08-22,Kelloggs,5.70,249
S385,Jugo Pringles 1584,5847169335,Endulzantes,2028-02-24,Pringles,204.25,317
S386,Jabon Coca Cola 1585,8603055913,Frutas,2026-02-27,Coca Cola,144.39,426
S387,Shampoo Pepsi 1586,6380319911,Verduras,2028-05-20,Pepsi,90.61,351
S388,Aceite Lay's 1587,6009843975,Congelados,2027-03-27,Lay's,131.70,167
S389,Azucar Knorr 1588,4439830325,Snacks,2028-04-13,Knorr,17.65,206
S390,Sal McCormick 1589,6593589253,Cereales,2026-12-17,McCormick,138.39,49
S391,Cafe Dos Pinos 1590,3134561008,Lacteos,2027-09-14,Dos Pinos,181.35,326
S392,Cereal Bimbo 1591,5197075467,Granos,2026-04-12,Bimbo,173.11,380
S393,Atun Nestle 1592,9736172969,Bebidas,2028-06-18,Nestle,187.05,413
S394,Sardina Colgate 1593,6671314397,Panaderia,2026-08-12,Colgate,35.43,37
S395,Mayonesa Ariel 1594,3482011877,Carnes,2026-09-18,Ariel,200.94,145
S396,Ketchup Palmolive 1595,8734752168,Limpieza,2026-09-10,Palmolive,36.97,106
S397,Mostaza Del Monte 1596,1542211315,Cuidado Personal,2028-11-06,Del Monte,117.28,82
S398,Vinagre Maggi 1597,9661464476,Aceites,2026-08-23,Maggi,24.09,101
S399,Sopa Kelloggs 1598,0812558117,Condimentos,2027-02-24,Kelloggs,146.53,84
S400,Pasta Pringles 1599,5482205505,Endulzantes,2028-12-27,Pringles,139.93,168
S001,Leche Coca Cola 1600,6095473020,Frutas,2028-03-10,Coca Cola,188.91,415
S002,Arroz Pepsi 1601,6991537246,Verduras,2026-12-07,Pepsi,93.62,481
S003,Frijol Lay's 1602,1783167911,Congelados,2028-11-20,Lay's,7.82,276
S004,Pan Knorr 1603,0935784548,Snacks,2028-08-12,Knorr,70.45,315
S005,Jugo McCormick 1604,8982783673,Cereales,2026-11-11,McCormick,96.36,401
S006,Jabon Dos Pinos 1605,1756970467,Lacteos,2027-02-01,Dos Pinos,20.39,69
S007,Shampoo Bimbo 1606,4590333678,Granos,2026-01-03,Bimbo,160.92,277
S008,Aceite Nestle 1607,5648260521,Bebidas,2028-08-24,Nestle,91.26,343
S009,Azucar Colgate 1608,4789139958,Panaderia,2026-10-01,Colgate,58.09,405
S010,Sal Ariel 1609,0850576067,Carnes,2028-03-03,Ariel,175.08,172
S011,Cafe Palmolive 1610,1949987025,Limpieza,2026-03-17,Palmolive,8.15,180
S012,Cereal Del Monte 1611,3274428755,Cuidado Personal,2026-03-24,Del Monte,149.02,386
S013,Atun Maggi 1612,2222791575,Aceites,2027-09-04,Maggi,186.77,464
S014,Sardina Kelloggs 1613,4223793207,Condimentos,2027-10-04,Kelloggs,196.64,115
S015,Mayonesa Pringles 1614,4686568849,Endulzantes,2028-07-17,Pringles,188.96,139
S016,Ketchup Coca Cola 1615,0303247105,Frutas,2028-09-11,Coca Cola,108.26,211
S017,Mostaza Pepsi 1616,5659666710,Verduras,2027-06-27,Pepsi,46.01,166
S018,Vinagre Lay's 1617,8615562600,Congelados,2026-06-19,Lay's,11.81,143
S019,Sopa Knorr 1618,2282978558,Snacks,2026-05-02,Knorr,107.62,7
S020,Pasta McCormick 1619,1061548024,Cereales,2026-12-28,McCormick,124.68,279
S021,Leche Dos Pinos 1620,3478616144,Lacteos,2027-03-11,Dos Pinos,24.07,483
S022,Arroz Bimbo 1621,5575258942,Granos,2027-02-23,Bimbo,71.21,246
S023,Frijol Nestle 1622,9464141109,Bebidas,2028-11-05,Nestle,14.51,288
S024,Pan Colgate 1623,8344993173,Panaderia,2026-03-09,Colgate,57.75,204
S025,Jugo Ariel 1624,7899315767,Carnes,2028-10-26,Ariel,192.68,252
S026,Jabon Palmolive 1625,4428037789,Limpieza,2027-05-09,Palmolive,108.78,354
S027,Shampoo Del Monte 1626,5460669133,Cuidado Personal,2026-11-03,Del Monte,14.11,107
S028,Aceite Maggi 1627,4825048315,Aceites,2026-12-17,Maggi,108.73,464
S029,Azucar Kelloggs 1628,5769810175,Condimentos,2026-08-27,Kelloggs,151.98,393
S030,Sal Pringles 1629,8255816896,Endulzantes,2028-07-25,Pringles,190.02,441
S031,Cafe Coca Cola 1630,1226175491,Frutas,2026-09-10,Coca Cola,57.76,194
S032,Cereal Pepsi 1631,0678008094,Verduras,2027-10-25,Pepsi,164.97,476
S033,Atun Lay's 1632,0096912533,Congelados,2026-06-27,Lay's,154.46,128
S034,Sardina Knorr 1633,3693129341,Snacks,2026-02-09,Knorr,29.36,307
S035,Mayonesa McCormick 1634,1862366705,Cereales,2028-10-23,McCormick,193.82,348
S036,Ketchup Dos Pinos 1635,6447779434,Lacteos,2028-03-15,Dos Pinos,48.98,491
S037,Mostaza Bimbo 1636,4356457745,Granos,2026-02-19,Bimbo,156.58,246
S038,Vinagre Nestle 1637,0676052883,Bebidas,2028-06-21,Nestle,87.54,375
S039,Sopa Colgate 1638,5134778888,Panaderia,2026-04-21,Colgate,154.14,139
S040,Pasta Ariel 1639,0986637565,Carnes,2026-04-14,Ariel,195.27,313
S041,Leche Palmolive 1640,0735922638,Limpieza,2027-03-02,Palmolive,37.62,19
S042,Arroz Del Monte 1641,0974721881,Cuidado Personal,2028-01-16,Del Monte,95.56,38
S043,Frijol Maggi 1642,3666514056,Aceites,2026-10-22,Maggi,152.85,396
S044,Pan Kelloggs 1643,0824633470,Condimentos,2026-05-04,Kelloggs,154.70,92
S045,Jugo Pringles 1644,9987047332,Endulzantes,2027-04-11,Pringles,78.48,20
S046,Jabon Coca Cola 1645,9574814528,Frutas,2027-10-16,Coca Cola,89.31,396
S047,Shampoo Pepsi 1646,1271594104,Verduras,2028-04-10,Pepsi,19.39,142
S048,Aceite Lay's 1647,2583259800,Congelados,2027-02-04,Lay's,36.11,313
S049,Azucar Knorr 1648,0181556031,Snacks,2027-11-16,Knorr,74.83,223
S050,Sal McCormick 1649,0954733369,Cereales,2026-09-12,McCormick,68.93,40
S051,Cafe Dos Pinos 1650,0511663297,Lacteos,2026-09-12,Dos Pinos,53.03,243
S052,Cereal Bimbo 1651,4039706156,Granos,2026-01-07,Bimbo,119.79,161
S053,Atun Nestle 1652,8045709974,Bebidas,2027-07-20,Nestle,32.76,185
S054,Sardina Colgate 1653,1255332908,Panaderia,2027-09-01,Colgate,81.09,88
S055,Mayonesa Ariel 1654,1474491841,Carnes,2026-03-08,Ariel,93.29,453
S056,Ketchup Palmolive 1655,5712007517,Limpieza,2026-06-05,Palmolive,132.96,432
S057,Mostaza Del Monte 1656,9274436001,Cuidado Personal,2026-09-03,Del Monte,45.23,200
S058,Vinagre Maggi 1657,0444076749,Aceites,2026-04-28,Maggi,203.56,324
S059,Sopa Kelloggs 1658,9961890605,Condimentos,2027-02-22,Kelloggs,177.48,164
S060,Pasta Pringles 1659,1413255328,Endulzantes,2027-08-01,Pringles,44.77,134
S061,Leche Coca Cola 1660,9110717775,Frutas,2027-07-17,Coca Cola,162.67,288
S062,Arroz Pepsi 1661,6159436907,Verduras,2028-07-26,Pepsi,87.34,436
S063,Frijol Lay's 1662,2270716744,Congelados,2027-03-18,Lay's,173.09,292
S064,Pan Knorr 1663,0345559446,Snacks,2026-04-18,Knorr,195.31,93
S065,Jugo McCormick 1664,3770569839,Cereales,2027-03-05,McCormick,159.43,423
S066,Jabon Dos Pinos 1665,0641073230,Lacteos,2028-10-05,Dos Pinos,29.13,46
S067,Shampoo Bimbo 1666,3079514730,Granos,2026-11-22,Bimbo,139.04,314
S068,Aceite Nestle 1667,9082726269,Bebidas,2028-09-11,Nestle,109.86,350
S069,Azucar Colgate 1668,1432747805,Panaderia,2026-03-21,Colgate,123.88,378
S070,Sal Ariel 1669,4316171218,Carnes,2026-09-02,Ariel,166.42,98
S071,Cafe Palmolive 1670,4074449196,Limpieza,2028-01-12,Palmolive,89.25,334
S072,Cereal Del Monte 1671,5926633667,Cuidado Personal,2026-06-22,Del Monte,52.81,364
S073,Atun Maggi 1672,2794370048,Aceites,2028-12-24,Maggi,98.04,134
S074,Sardina Kelloggs 1673,2853047880,Condimentos,2027-11-10,Kelloggs,122.98,180
S075,Mayonesa Pringles 1674,2125104575,Endulzantes,2028-06-13,Pringles,162.81,126
S076,Ketchup Coca Cola 1675,1816346630,Frutas,2026-02-24,Coca Cola,127.22,124
S077,Mostaza Pepsi 1676,0023497036,Verduras,2027-07-13,Pepsi,83.82,469
S078,Vinagre Lay's 1677,9453524489,Congelados,2026-06-27,Lay's,14.94,5
S079,Sopa Knorr 1678,6470228691,Snacks,2028-05-07,Knorr,24.83,204
S080,Pasta McCormick 1679,7764743092,Cereales,2027-11-03,McCormick,98.66,162
S081,Leche Dos Pinos 1680,0960626282,Lacteos,2026-03-04,Dos Pinos,51.06,496
S082,Arroz Bimbo 1681,1200475598,Granos,2028-06-06,Bimbo,127.86,69
S083,Frijol Nestle 1682,3353657697,Bebidas,2028-01-18,Nestle,199.15,63
S084,Pan Colgate 1683,3444134359,Panaderia,2026-07-17,Colgate,194.42,214
S085,Jugo Ariel 1684,2720077416,Carnes,2026-08-06,Ariel,109.38,145
S086,Jabon Palmolive 1685,2479432764,Limpieza,2028-10-06,Palmolive,117.66,267
S087,Shampoo Del Monte 1686,8336358101,Cuidado Personal,2026-05-12,Del Monte,67.80,199
S088,Aceite Maggi 1687,0207751185,Aceites,2026-08-05,Maggi,201.10,489
S089,Azucar Kelloggs 1688,4551941077,Condimentos,2028-09-06,Kelloggs,17.31,141
S090,Sal Pringles 1689,1451170115,Endulzantes,2028-07-19,Pringles,164.39,184
S091,Cafe Coca Cola 1690,6872171633,Frutas,2026-08-14,Coca Cola,154.12,253
S092,Cereal Pepsi 1691,8777080477,Verduras,2028-04-10,Pepsi,79.96,343
S093,Atun Lay's 1692,2898141201,Congelados,2026-12-16,Lay's,169.35,63
S094,Sardina Knorr 1693,0220124743,Snacks,2027-03-10,Knorr,147.07,21
S095,Mayonesa McCormick 1694,9623154959,Cereales,2028-11-11,McCormick,42.79,493
S096,Ketchup Dos Pinos 1695,7535639783,Lacteos,2028-07-23,Dos Pinos,12.29,231
S097,Mostaza Bimbo 1696,3870277270,Granos,2026-11-12,Bimbo,18.97,44
S098,Vinagre Nestle 1697,3474363514,Bebidas,2027-11-04,Nestle,44.43,57
S099,Sopa Colgate 1698,7393350672,Panaderia,2028-08-12,Colgate,67.88,450
S100,Pasta Ariel 1699,8274788457,Carnes,2028-03-15,Ariel,15.71,157
S101,Leche Palmolive 1700,1815899132,Limpieza,2027-01-13,Palmolive,74.80,106
S102,Arroz Del Monte 1701,7793366089,Cuidado Personal,2027-08-05,Del Monte,171.37,373
S103,Frijol Maggi 1702,5812192230,Aceites,2026-04-04,Maggi,10.06,94
S104,Pan Kelloggs 1703,7571317437,Condimentos,2026-10-08,Kelloggs,10.94,42
S105,Jugo Pringles 1704,4263407397,Endulzantes,2026-01-16,Pringles,131.11,34
S106,Jabon Coca Cola 1705,1054922214,Frutas,2028-07-02,Coca Cola,130.37,325
S107,Shampoo Pepsi 1706,3533923739,Verduras,2027-04-26,Pepsi,166.24,205
S108,Aceite Lay's 1707,6320722738,Congelados,2028-02-03,Lay's,203.61,38
S109,Azucar Knorr 1708,5453985690,Snacks,2028-01-04,Knorr,86.43,257
S110,Sal McCormick 1709,1363112357,Cereales,2026-11-18,McCormick,36.97,131
S111,Cafe Dos Pinos 1710,3740929461,Lacteos,2028-11-10,Dos Pinos,58.10,156
S112,Cereal Bimbo 1711,0681837358,Granos,2028-02-12,Bimbo,86.69,134
S113,Atun Nestle 1712,5252103593,Bebidas,2027-06-22,Nestle,161.77,495
S114,Sardina Colgate 1713,4558097831,Panaderia,2027-06-20,Colgate,71.54,325
S115,Mayonesa Ariel 1714,4515268018,Carnes,2026-04-26,Ariel,93.99,455
S116,Ketchup Palmolive 1715,5985535645,Limpieza,2028-03-22,Palmolive,171.60,263
S117,Mostaza Del Monte 1716,9235981872,Cuidado Personal,2028-07-17,Del Monte,34.42,246
S118,Vinagre Maggi 1717,2643001570,Aceites,2027-02-28,Maggi,172.77,404
S119,Sopa Kelloggs 1718,1991415273,Condimentos,2027-10-02,Kelloggs,142.29,340
S120,Pasta Pringles 1719,5164620729,Endulzantes,2026-05-23,Pringles,173.45,312
S121,Leche Coca Cola 1720,4057218044,Frutas,2026-09-05,Coca Cola,152.71,158
S122,Arroz Pepsi 1721,7626147882,Verduras,2027-12-06,Pepsi,170.68,26
S123,Frijol Lay's 1722,8725018608,Congelados,2027-05-06,Lay's,45.26,320
S124,Pan Knorr 1723,2784206224,Snacks,2027-11-19,Knorr,180.15,70
S125,Jugo McCormick 1724,6754354206,Cereales,2028-03-22,McCormick,103.25,194
S126,Jabon Dos Pinos 1725,7652569679,Lacteos,2027-10-02,Dos Pinos,69.30,272
S127,Shampoo Bimbo 1726,0270770980,Granos,2026-12-17,Bimbo,63.77,287
S128,Aceite Nestle 1727,2302617085,Bebidas,2028-03-16,Nestle,196.54,143
